user_id,product_id,rating
user_bfce04c4,product_34ca9c48,3.0
user_10ddead5,product_b4ff1769,4.0
user_92c86d97,product_34ca9c48,5.0
user_10ddead5,product_7792c357,1.0
user_9c4265d1,product_e62efb9f,2.0
user_42d12c88,product_e200bdaf,1.0
user_85b7a299,product_a5b2e515,4.0
user_50c22602,product_f348b4c5,1.0
user_3b156c52,product_2fcb7283,2.0
user_8133f79d,product_7792c357,4.0
user_ec7caac4,product_b4ff1769,3.0
user_1397eebb,product_2fcb7283,5.0
user_92c84366,product_7792c357,1.0
user_d306313a,product_148d56ac,4.0
user_1a730444,product_34ca9c48,1.0
user_3b156c52,product_b4ff1769,4.0
user_a09bccf2,product_b4ff1769,5.0
user_09fe8f0f,product_f348b4c5,3.0
user_8189d5d4,product_e9bc9191,4.0
user_6b908b78,product_e9bc9191,2.0
user_e6df9857,product_e9bc9191,5.0
user_8133f79d,product_e200bdaf,5.0
user_31b083bc,product_148d56ac,5.0
user_92c86d97,product_e200bdaf,3.0
user_4f50f9a5,product_e200bdaf,5.0
user_31b083bc,product_e62efb9f,4.0
user_e6df9857,product_b4ff1769,4.0
user_c95cb0d2,product_a5b2e515,
user_31b083bc,product_7792c357,2.0
user_1c12f204,product_e62efb9f,1.0
user_94e82d30,product_a5b2e515,2.0
user_a09bccf2,product_f348b4c5,4.0
user_e6bcb039,product_7792c357,3.0
user_1c12f204,product_b4ff1769,3.0
user_98cd5d17,product_e200bdaf,5.0
user_29b19605,product_2fcb7283,4.0
user_e5d2ad24,product_148d56ac,4.0
user_9c4265d1,product_7792c357,1.0
user_8189d5d4,product_34ca9c48,4.0
user_41b20986,product_e200bdaf,4.0
user_41b20986,product_a5b2e515,3.0
user_92c86d97,product_2fcb7283,5.0
user_33b564a1,product_2fcb7283,1.0
user_b62fc927,product_7792c357,2.0
user_50c22602,product_e62efb9f,3.0
user_e6bcb039,product_b4ff1769,2.0
user_d1942da5,product_e62efb9f,4.0
user_13538318,product_7792c357,1.0
user_e59ed829,product_7792c357,3.0
user_42d12c88,product_e62efb9f,2.0
user_4c5989a0,product_f348b4c5,5.0
user_98cd5d17,product_a5b2e515,3.0
user_e5d2ad24,product_e62efb9f,5.0
user_5ad55d96,product_f348b4c5,
user_3b156c52,product_e9bc9191,1.0
user_1397eebb,product_a5b2e515,1.0
user_85f10a42,product_e200bdaf,4.0
user_31b083bc,product_b4ff1769,4.0
user_5ad55d96,product_a5b2e515,
user_e59ed829,product_f348b4c5,4.0
user_29b19605,product_b4ff1769,1.0
user_6d639fd0,product_e200bdaf,3.0
user_4c5989a0,product_2fcb7283,5.0
user_880d4a19,product_b4ff1769,2.0
user_4e6280d5,product_f348b4c5,3.0
user_6b908b78,product_2fcb7283,4.0
